covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
target_gene_expression,0.08333863338285026,1.0869098101817773,0.04881848975309854,-0.012343848312860561,0.17902111507856108,0.987732024474464,1.19604599850648,0.0,1.7071120758618041,0.08780122301595561,3.5096151540372658
